country,surveyelapse,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,operatingsystem,browser,screenw,screenh,introelapse,testelapse,extroversion,neuroticism,agreeableness,conscientiousness,openness,grit,vocabulary
PH,179,4,3,female,2,21,left,4,1,asian,yes,never,2,Windows,Chrome,1024,768,6,1411,-1,9,18,14,19,-7,6
CA,105,3,2,female,1,20,right,4,1,other,no,never,3,Macintosh,Chrome,1440,900,9,165,-11,37,24,17,25,4,9
US,90,2,2,female,1,15,right,4,1,asian,no,never,3,iOS,Safari,768,1024,5,105,-12,17,13,11,23,-5,8
IN,611,3,1,female,2,20,right,7,3,asian,yes,never,2,Windows,Chrome,1024,768,53,295,8,10,18,20,24,-16,10
US,241,2,3,female,1,51,right,7,1,white or indigenous,yes,currently,4,Linux,Chrome,360,640,12,240,-8,38,20,18,19,5,8
US,481,3,1,female,1,39,left,6,1,white or indigenous,no,currently,2,iOS,Safari,320,568,18,261,-6,35,23,9,24,2,9
HK,281,3,2,male,1,40,right,3,1,white or indigenous,no,currently,5,iOS,Safari,414,736,30,223,-3,24,6,6,29,-2,7
AU,155,4,2,male,1,27,right,2,1,white or indigenous,yes,never,3,Windows,Chrome,1366,768,15,149,5,9,13,8,20,-6,11
US,175,3,2,female,1,26,right,2,2,white or indigenous,no,never,4,Windows,Chrome,1366,768,12,202,-4,16,10,9,14,-9,12
AE,251,1,3,female,2,15,right,10,2,arab,no,never,5,Windows,Chrome,1366,768,21,389,1,20,6,3,14,10,4
US,147,3,3,female,2,26,right,7,1,other,yes,currently,4,iOS,Safari,768,1024,4,143,8,32,-1,18,32,5,10
AU,161,1,2,female,1,15,right,4,1,white or indigenous,no,never,2,Macintosh,Chrome,1920,1080,6,188,5,28,12,7,20,7,2
PK,316,4,3,female,2,18,right,10,0,asian,no,NA,3,Windows,Chrome,1366,768,5,323,-12,26,12,10,4,0,0
AU,130,2,2,female,1,17,right,2,3,white or indigenous,no,never,1,Windows,Chrome,1366,768,34,165,0,26,24,-1,23,0,5
US,98,1,3,female,1,16,right,2,1,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,6,121,-4,31,-2,-2,17,18,7
US,207,2,3,female,1,15,right,10,5,asian,no,never,4,iOS,Safari,320,480,7,244,2,23,8,10,11,-1,6
US,345,3,3,female,2,45,right,4,1,asian,yes,currently,4,Windows,Chrome,1366,768,25,302,-6,7,8,17,11,-12,8
PH,238,2,1,female,2,15,right,4,5,asian,no,NA,3,iOS,Safari,320,568,7,233,9,9,9,7,17,4,9
PH,191,2,3,female,2,20,right,4,1,asian,yes,never,4,Windows,Chrome,1366,768,73,147,-4,20,18,15,20,-7,6
CA,246,3,1,female,1,22,right,12,1,white or indigenous,no,never,2,iOS,Safari,320,480,3,290,4,32,18,-2,25,-3,8
US,163,3,2,male,1,23,both,6,1,asian,yes,never,2,Windows,Firefox,1366,768,333,263,-12,11,17,17,20,-10,3
AU,265,2,2,female,1,44,right,7,1,white or indigenous,yes,currently,3,Macintosh,Chrome,1440,900,10,232,1,17,14,13,9,-5,9
NA,154,3,1,female,2,30,right,7,1,white or indigenous,yes,currently,2,Windows,Microsoft Internet Explorer,1600,900,28,204,-8,17,16,23,28,-12,9
AU,156,2,2,female,1,65,right,12,1,white or indigenous,no,previously,5,Windows,Firefox,1600,900,5,200,0,11,15,21,12,-17,9
ES,346,4,1,female,2,38,right,2,1,white or indigenous,yes,never,1,Macintosh,Chrome,768,1024,5,294,5,15,14,3,22,0,13
ZA,449,2,1,male,1,18,right,4,1,black,no,never,4,Linux,Chrome,640,360,29,427,1,28,3,5,23,5,-1
NZ,182,2,2,male,1,19,right,2,1,white or indigenous,yes,never,3,Windows,Chrome,1920,1080,10,268,-7,7,17,9,16,2,9
EE,195,3,3,female,2,30,left,2,1,white or indigenous,yes,currently,3,Windows,Microsoft Internet Explorer,1366,768,33133,223,11,5,23,16,17,-8,8
SG,78,2,3,male,1,27,right,1,1,other,no,never,2,Macintosh,Firefox,1280,800,3,87,-2,33,-9,-2,20,19,9
CL,338,2,3,female,2,18,right,4,5,other,no,never,3,Windows,Chrome,1366,768,1554,205,-11,30,17,7,24,3,13
TR,276,4,3,male,2,27,right,2,1,white or indigenous,yes,never,1,Linux,Chrome,640,360,14,222,-6,17,15,12,18,-8,6
US,228,2,3,female,2,19,right,7,1,asian,no,never,12,Windows,Chrome,1600,900,3,283,-9,27,19,7,10,-9,6
IN,303,4,3,male,2,23,right,1,3,asian,yes,never,2,Windows,Chrome,1366,768,13,501,2,6,16,8,30,-8,8
AU,195,2,3,male,1,22,left,2,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,60,222,-7,20,9,17,29,-5,8
GR,119,4,3,male,2,47,right,7,1,white or indigenous,yes,never,2,Windows,Chrome,1600,900,3,143,1,20,14,11,20,-14,7
US,206,2,2,female,1,26,right,7,1,white or indigenous,yes,never,3,Linux,Chrome,320,534,5,173,1,11,24,20,22,-15,9
US,182,1,3,female,2,15,right,2,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,4,242,-8,28,21,3,20,4,8
DE,253,3,2,male,2,22,right,0,0,NA,yes,NA,0,Windows,Firefox,1280,1024,8,155,20,14,16,1,32,9,12
US,200,1,2,female,1,17,right,4,2,asian,no,never,2,iOS,Safari,768,1024,1,719,-7,22,21,2,22,-5,9
NA,156,3,3,male,2,21,left,12,3,asian,no,never,2,Linux,Chrome,320,534,17,191,0,38,16,6,28,17,7
SE,94,2,2,female,2,18,right,6,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,71,301,-8,26,24,10,21,2,6
PH,366,3,3,female,2,26,right,4,1,asian,yes,never,5,Windows,Chrome,1360,768,1662,279,0,12,8,18,21,-8,8
LU,238,2,2,female,2,18,right,1,1,asian,no,never,5,iOS,Unknown,320,568,62,462,-5,19,17,11,30,0,10
PL,184,4,2,male,2,25,both,2,1,white or indigenous,yes,never,2,Windows,Firefox,1680,1050,28,220,4,20,-7,-2,26,-2,9
IN,147,2,1,female,1,18,right,8,1,asian,no,never,2,Windows,Chrome,1280,800,9,186,13,25,10,4,16,9,4
ES,173,1,1,female,1,40,right,1,5,white or indigenous,no,never,33,iOS,Safari,768,1024,2,164,-2,38,10,0,10,-1,10
NO,336,4,3,female,2,41,right,6,1,NA,yes,currently,3,iOS,Safari,375,667,12,253,17,5,17,12,16,1,4
US,120,0,1,female,2,18,right,1,1,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,14,182,0,18,13,1,29,9,10
NA,142,3,1,female,2,24,right,7,1,white or indigenous,yes,never,2,Macintosh,Chrome,1280,800,14,87172,2,16,23,19,20,-19,8
US,587,3,3,female,2,20,right,4,1,asian,yes,never,3,Linux,Chrome,1368,768,8,149,-14,14,10,6,15,-5,5
AE,177,4,3,female,2,24,right,4,3,asian,yes,never,2,Windows,Chrome,1366,768,3,198,-5,10,11,14,18,-15,3
US,154,2,3,female,1,17,right,12,1,black,no,never,3,Macintosh,Chrome,1920,1080,3,225,7,10,12,10,17,6,8
PH,210,4,3,female,2,20,right,4,0,asian,NA,never,4,Linux,AndroidBrowser,600,1024,7633,7589,-4,16,14,6,13,3,6
PT,216,4,3,male,2,39,right,4,1,white or indigenous,yes,previously,2,iOS,Safari,768,1024,49,225,-18,31,5,15,14,-5,11
PL,192,3,3,male,2,33,right,2,1,white or indigenous,yes,never,1,Windows,Firefox,1920,1080,4,202,14,2,1,16,19,8,2
CA,385,4,1,male,1,43,right,4,1,white or indigenous,no,currently,2,Windows,Chrome,1366,768,8,245,-2,17,19,9,24,-9,5
US,162,3,2,male,1,33,right,2,1,white or indigenous,no,currently,1,Windows,Firefox,1024,819,101,264,-7,38,4,22,22,-12,12
DE,185,2,1,female,2,22,right,2,1,asian,no,never,2,Linux,Chrome,360,640,8,148,1,9,14,5,29,7,8
SK,216,1,3,female,2,16,right,2,1,white or indigenous,NA,never,2,Linux,Chrome,601,962,79,238,-8,31,16,17,26,-4,8
IN,393,4,3,female,2,23,right,8,1,asian,yes,never,2,Linux,Chrome,360,640,32,192,-3,24,16,21,23,-2,6
SG,140,3,3,female,2,25,right,4,1,asian,no,never,3,Macintosh,Chrome,1280,800,660,165,-12,36,13,4,19,-1,9
RO,196,4,1,male,2,33,right,7,3,white or indigenous,yes,never,2,Macintosh,Firefox,1280,800,64,235,4,24,2,18,18,-9,9
US,136,3,3,female,1,56,left,1,1,white or indigenous,no,never,9,Windows,Microsoft Internet Explorer,1536,864,10,136,-3,30,19,9,24,-1,9
SG,88,2,3,male,1,18,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1920,1080,5,121,4,17,12,10,21,10,4
VN,369,3,3,male,2,20,right,1,1,asian,no,never,1,Windows,Chrome,1366,768,136,3664,6,21,14,0,18,13,5
AE,355,4,3,male,2,24,left,10,0,arab,no,never,1,Windows,Chrome,1920,1080,14,562,-3,25,14,11,13,-7,5
VN,189,2,3,male,2,20,right,3,1,asian,no,previously,1,Windows,Chrome,1366,768,45,598,-6,21,4,11,13,1,10
GB,170,1,3,male,1,41,left,2,1,white or indigenous,no,never,3,iOS,Safari,768,1024,6,295,-20,38,2,2,22,12,8
US,350,1,2,female,1,16,right,4,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1080,720,20,616,-12,18,20,18,23,-20,5
TT,1125,2,3,female,1,32,left,4,1,black,yes,previously,5,Windows,Microsoft Internet Explorer,1366,768,57,785,-6,16,13,23,22,-14,8
VN,316,3,3,female,2,20,right,4,1,asian,no,never,2,Macintosh,Safari,1280,800,390,339,2,25,9,12,14,-12,7
SG,166,2,3,female,1,17,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1280,720,35,201,-2,14,9,-9,17,7,8
AU,109,3,3,female,1,26,right,1,1,asian,no,never,3,Windows,Microsoft Internet Explorer,1366,768,6,105,5,11,3,6,29,8,13
MY,339,2,3,female,2,18,right,10,0,asian,no,never,4,Windows,Firefox,1280,800,35,285,-1,23,11,5,22,-3,6
PH,190,2,3,female,0,17,left,4,1,other,no,never,3,Windows,Chrome,1680,1050,33,284,3,23,10,5,17,0,0
US,122,2,3,female,1,20,right,1,2,white or indigenous,no,never,4,Windows,Firefox,1366,768,5,796,-16,33,19,16,23,-2,9
AE,202,1,3,female,2,13,right,10,1,arab,no,never,2,Windows,Chrome,1280,800,6,301,-4,3,-10,-7,17,13,8
SG,222,2,3,female,1,16,left,3,1,asian,no,never,4,iOS,Safari,320,568,57,165,13,33,23,5,26,11,8
PL,338,1,1,male,2,18,right,4,1,white or indigenous,yes,never,4,Windows,Chrome,1366,768,5,376,-5,33,7,-1,20,11,7
US,137,4,2,male,1,40,left,6,1,white or indigenous,yes,currently,2,Macintosh,Safari,1440,900,16,188,-4,12,13,26,24,-17,8
ZA,269,3,3,male,2,21,right,10,3,black,yes,never,2,Windows,Firefox,1360,768,19,285,11,9,13,21,25,-12,5
US,134,3,2,female,1,36,right,1,1,white or indigenous,yes,previously,2,Windows,Chrome,1366,768,3,228,7,6,24,5,6,0,8
GB,10602,4,1,female,1,53,right,1,1,white or indigenous,no,previously,4,Windows,Chrome,1366,768,28,470,-1,6,18,20,24,-17,12
PL,246,2,1,female,2,19,right,1,1,white or indigenous,no,never,3,iOS,Safari,768,1024,174,285,8,33,-7,0,25,15,6
VN,642,3,3,female,2,21,right,12,5,asian,no,never,3,Windows,Chrome,1920,1080,8,412,0,14,12,16,11,-12,1
US,173,4,3,female,1,34,right,7,2,black,yes,never,2,Windows,Chrome,1280,800,4,178,19,38,12,-1,31,-7,11
US,150,4,2,male,2,27,right,7,1,asian,no,never,1,Windows,Chrome,1920,1080,16,197,-5,27,15,4,24,-11,10
US,222,1,2,female,1,14,right,4,1,white or indigenous,no,never,3,iOS,Safari,320,480,22,324,-9,29,14,5,22,-4,8
US,224,4,3,male,2,43,right,2,1,asian,no,currently,2,Macintosh,Chrome,1440,900,12,503,-19,7,24,25,29,-16,11
CA,162,3,1,female,1,31,right,2,4,white or indigenous,no,never,3,Windows,Firefox,1366,768,6,191,4,22,9,-2,26,-3,12
RO,273,2,0,male,2,19,right,0,0,NA,yes,never,3,Linux,Chrome,360,640,4,259,9,2,9,16,22,-17,4
US,128,4,3,female,1,63,right,12,1,white or indigenous,yes,currently,4,Windows,Firefox,1536,864,4,145,4,16,22,9,30,-3,12
GB,343,3,3,female,2,36,right,7,1,black,no,previously,5,Windows,Chrome,1366,768,5,657,7,5,25,23,19,-16,12
SG,171,2,3,male,2,20,right,2,2,other,NA,never,2,Windows,Firefox,1366,768,33,197,-16,32,0,-10,1,9,9
VN,340,2,3,female,2,19,right,3,1,asian,no,never,1,Macintosh,Safari,1280,800,160,310,6,28,25,11,30,0,6
PH,221,2,3,female,2,18,right,4,1,asian,no,never,3,Linux,Chrome,360,640,44,352,-1,30,-2,8,21,6,8
BN,222,2,2,male,2,23,right,10,1,asian,no,never,2,iOS,ChromeiOS,375,667,14,322,1,33,21,-1,30,6,9
GB,417,4,3,male,1,23,right,4,4,black,yes,never,3,Windows,Firefox,1024,768,14,375,1,10,20,25,32,-21,1
FI,130,2,2,female,2,21,right,1,1,white or indigenous,yes,never,1,Windows,Chrome,1280,1024,27,116,18,16,4,8,28,-5,10
AR,280,3,3,male,2,36,right,4,1,white or indigenous,yes,currently,3,Windows,Firefox,1366,768,149,333,-1,15,13,17,25,-16,1
US,219,2,3,female,1,18,right,1,2,white or indigenous,no,never,3,iOS,Safari,320,480,8,204,0,17,10,9,20,-2,7
US,267,3,3,female,1,22,right,7,2,black,yes,never,4,iOS,Safari,768,1024,4,323,1,31,18,10,27,-2,10
ZA,207,2,3,female,1,16,right,7,1,other,no,never,2,Windows,Chrome,1366,768,23,163,-3,29,20,1,25,6,8
IN,211,4,3,female,2,21,right,8,1,white or indigenous,yes,never,2,Linux,Chrome,360,592,26,217,-16,30,6,8,14,-10,4
DE,214,2,3,female,2,20,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,30,362,10,28,23,3,14,8,6
IL,178,3,3,female,2,29,right,2,1,white or indigenous,no,never,4,Windows,Chrome,1920,1080,4,258,5,31,14,1,24,3,8
US,111,2,1,female,1,18,right,7,1,white or indigenous,no,never,1,Macintosh,Chrome,1280,800,12,206,-12,14,14,16,20,1,7
US,190,2,1,female,1,20,right,7,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,15,242,9,13,17,13,17,-7,11
VN,213,2,3,male,1,20,right,4,1,other,no,never,1,Windows,Chrome,1920,1080,4,278,3,23,16,22,24,-7,8
US,133,0,0,male,1,38,right,7,1,white or indigenous,yes,currently,4,Windows,Microsoft Internet Explorer,1366,768,8,172,-7,28,15,0,15,7,4
US,159,4,1,female,1,53,right,6,1,white or indigenous,yes,currently,3,Macintosh,Firefox,1440,900,39,182,5,7,26,16,25,-9,11
US,521,3,1,male,1,22,right,7,1,white or indigenous,yes,never,3,Linux,Chrome,320,480,95,437,-2,12,12,12,25,-8,4
US,144,2,1,female,1,31,right,12,1,white or indigenous,no,currently,6,Windows,Firefox,1366,768,7,154,3,15,18,7,15,-8,6
US,116,3,3,female,1,22,right,12,1,white or indigenous,no,never,4,Windows,Firefox,1920,1080,2,127,-3,27,17,4,9,0,5
CA,155,2,3,male,1,21,right,4,1,white or indigenous,yes,never,3,Linux,AndroidBrowser,720,1280,4,157,6,14,14,12,17,-11,7
SE,100,1,2,male,2,16,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1920,1080,2,210,-5,0,-2,13,29,2,1
NL,229,3,3,female,2,24,right,2,2,white or indigenous,yes,never,2,Macintosh,Safari,1440,900,8,353,-4,11,19,12,29,6,9
SG,209,2,3,male,1,24,right,3,5,asian,no,never,2,Windows,Chrome,1366,768,7,156,13,14,18,20,18,-9,5
DE,191,2,3,female,2,15,right,10,1,white or indigenous,no,never,2,iOS,ChromeiOS,320,568,35,189,-9,29,16,5,21,-4,5
SG,368,2,2,male,1,19,right,8,5,other,no,never,3,Linux,Chrome,360,640,12,398,-3,13,10,2,13,-4,5
CA,189,4,2,male,1,57,left,3,2,white or indigenous,yes,previously,7,iOS,Safari,768,1024,42,309,-8,8,23,9,32,-16,8
MX,220,2,3,female,2,15,right,4,1,white or indigenous,no,never,0,Windows,Chrome,1366,768,8,152,-13,32,8,-6,4,18,6
US,268,1,1,female,1,17,right,7,1,white or indigenous,no,never,3,Windows,Chrome,1440,900,6,226,-5,24,23,8,16,6,4
US,218,2,3,female,1,47,left,7,1,white or indigenous,yes,previously,3,Windows,Microsoft Internet Explorer,1188,668,14,229,9,18,26,22,24,-10,8
VN,340,2,1,male,2,21,right,3,1,asian,no,never,2,Windows,Chrome,1366,768,2202,487,13,16,17,9,20,8,4
CA,129,2,2,female,1,17,left,1,1,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,13,160,-4,19,15,7,22,3,8
US,200,2,2,female,1,35,right,2,1,white or indigenous,yes,previously,2,Windows,Chrome,1366,768,32,329,-14,8,24,17,6,-13,8
US,458,2,3,female,1,52,left,7,1,black,yes,previously,4,Windows,Chrome,1024,768,22,334,5,13,24,9,17,-6,6
GB,233,3,3,female,1,34,right,7,1,black,yes,never,5,Macintosh,Chrome,1680,1050,2,371,11,9,24,14,20,-18,1
GB,133,2,2,male,1,22,right,2,1,white or indigenous,yes,never,3,iOS,Safari,768,1024,4,278,4,14,12,2,20,-1,12
US,200,4,3,female,2,34,right,4,1,white or indigenous,no,never,2,Linux,Chrome,360,640,5,175,9,10,17,10,25,-2,7
BG,133,1,2,male,2,16,right,2,1,white or indigenous,no,never,1,Windows,Chrome,1680,1050,3,419,-12,18,13,2,6,13,9
IN,358,4,2,female,2,20,right,8,3,asian,no,never,2,Windows,Chrome,1366,768,8,680,-14,27,8,4,15,5,10
US,250,3,2,female,1,27,right,1,1,white or indigenous,yes,never,3,iOS,ChromeiOS,320,568,5,277,9,10,16,14,24,-10,7
MY,133,2,2,male,2,22,left,10,1,asian,no,never,5,Windows,Chrome,1366,768,6,206,0,23,7,-4,26,6,8
DK,134,2,2,female,2,16,right,1,1,white or indigenous,yes,never,1,Windows,Chrome,1366,768,5,124,-7,14,18,2,26,-7,4
US,173,2,2,female,1,42,right,4,5,other,yes,previously,3,Windows,Microsoft Internet Explorer,1280,800,3,174,-4,24,21,14,10,-4,5
CA,208,2,3,female,2,19,right,7,1,white or indigenous,yes,never,1,Windows,Chrome,1920,1080,15,231,-2,16,13,18,20,-13,1
GB,408,2,1,male,2,19,right,7,1,white or indigenous,no,never,3,Blackberry,Safari,320,240,107,692,-7,12,10,9,17,7,-4
IN,275,2,3,male,2,32,right,8,0,asian,yes,currently,2,Linux,Chrome,640,360,5,175,5,29,10,9,15,5,7
NL,567,2,3,female,2,20,right,7,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,227,401,-7,17,13,8,17,-7,7
US,273,2,2,female,2,18,right,3,1,asian,no,never,2,Linux,Chrome,360,640,10,223,-11,14,18,1,17,5,7
CA,182,3,1,female,1,22,right,12,1,white or indigenous,no,never,2,iOS,Safari,320,480,13,188,2,33,21,1,23,-2,9
CA,110,4,1,male,1,31,right,1,1,white or indigenous,yes,currently,2,Linux,Firefox,1920,1080,5,142,-2,15,16,15,31,-4,9
VN,297,2,3,male,2,20,both,0,0,asian,NA,never,2,Windows,Opera,1920,1200,20,344,-12,27,9,5,22,-5,8
PT,277,3,3,female,2,20,right,4,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,3,399,10,9,20,17,9,-12,8
LT,187,2,3,male,2,18,right,2,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,261,145,-17,25,14,18,13,-4,9
US,223,2,2,female,1,21,right,7,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,204,278,-8,19,23,11,16,-11,7
US,191,3,2,male,1,28,right,1,1,white or indigenous,no,never,1,Windows,Chrome,1680,1050,5,283,5,13,-10,19,32,-3,7
US,208,1,3,male,1,24,right,1,1,white or indigenous,no,currently,4,Linux,Chrome,600,960,5,223,1,12,19,4,19,8,8
RU,162,4,3,male,2,27,right,2,1,white or indigenous,no,currently,1,Windows,Chrome,1600,900,28,184,-4,11,-1,5,31,8,13
US,317,3,1,male,1,37,right,12,1,white or indigenous,no,currently,4,Windows,Microsoft Internet Explorer,1012,569,557,338,-8,4,25,21,20,-14,8
CA,269,1,3,female,1,32,right,4,3,white or indigenous,no,currently,6,Windows,Firefox,1366,768,6,390,11,33,16,9,19,7,8
US,157,3,2,female,1,29,right,6,1,white or indigenous,yes,currently,2,Windows,Firefox,1366,768,9,521,4,33,9,8,14,5,7
GB,228,2,2,male,1,19,right,2,1,white or indigenous,no,never,6,iOS,Safari,320,480,27,247,17,24,5,-7,25,0,8
US,158,3,0,female,2,43,left,3,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,14,268,7,4,24,20,27,-14,7
US,225,2,1,female,1,14,right,7,1,white or indigenous,no,never,4,Windows,Microsoft Internet Explorer,1366,768,17,184,-8,28,13,2,16,-4,8
IN,180,3,3,male,2,20,right,8,1,other,no,never,2,Windows,Chrome,1366,768,4,210,-12,13,11,-1,13,10,7
US,150,2,2,male,1,17,right,4,1,asian,no,never,3,Windows,Chrome,1920,1080,7,143,19,4,18,15,22,-6,4
US,114,4,2,female,1,37,right,1,1,white or indigenous,no,currently,1,Windows,Chrome,1366,768,8,115,-14,22,15,13,20,1,11
GB,167,4,3,male,2,24,right,2,1,asian,no,never,2,Windows,Firefox,1093,614,26,209,-13,4,-5,7,23,-9,8
GB,315,3,3,male,2,46,right,10,1,arab,no,currently,4,Linux,Chrome,360,640,5,456,16,10,21,10,15,-4,0
CA,145,3,2,female,1,23,right,2,1,white or indigenous,yes,never,2,Macintosh,Chrome,1280,800,3,154,5,24,26,12,30,-9,9
US,784,1,3,female,1,16,right,0,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,15,187,-2,25,5,-3,15,7,8
EE,596,4,3,female,2,30,right,0,1,white or indigenous,yes,never,2,Windows,Chrome,1440,900,7,370,12,5,21,12,25,-15,5
RO,574,2,3,female,2,19,right,7,1,white or indigenous,no,never,3,Windows,Chrome,1280,800,1093,525,-6,27,9,6,17,7,8
US,137,4,2,female,1,35,left,9,1,white or indigenous,yes,currently,2,Macintosh,Chrome,1440,900,16,198,7,10,16,15,22,-11,12
US,146,2,3,female,1,20,right,6,1,white or indigenous,no,never,2,Windows,Firefox,1600,900,50,176,3,24,22,9,27,-5,11
US,216,0,2,male,2,50,right,4,1,arab,no,never,2,Windows,Firefox,1920,1080,56,260,0,8,11,14,23,-15,10
NA,93,3,2,male,1,20,right,7,1,white or indigenous,yes,never,2,iOS,Safari,768,1024,10,193,14,-2,-4,25,31,-21,0
EU,138,2,1,female,2,18,right,4,1,white or indigenous,no,never,8,Unknown,Opera,290,305,6,200,-6,33,13,11,21,0,5
CA,179,2,1,male,1,20,right,1,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,547,256,-15,29,-7,-8,19,19,10
IE,203,2,3,female,1,15,right,2,1,white or indigenous,no,never,3,iOS,Safari,768,1024,4,174,-9,10,-5,13,22,11,9
FI,235,2,1,female,2,30,right,2,1,white or indigenous,no,never,1,Windows,Chrome,1920,1080,8,246,-15,35,8,-11,17,4,1
US,280,2,0,female,1,20,right,7,0,black,NA,never,2,iOS,Unknown,320,568,1172,306,-4,18,12,11,18,-3,6
SE,124,2,3,female,2,19,right,10,5,white or indigenous,yes,never,3,Windows,Firefox,1366,768,6,118,-14,21,17,1,15,6,7
NA,166,4,3,male,1,48,left,2,3,white or indigenous,no,currently,1,Macintosh,Safari,1280,800,10,182,8,32,20,21,27,-6,12
US,572,2,2,female,1,20,right,6,1,black,no,never,6,Windows,Chrome,1366,768,17,552,15,17,19,25,19,-10,9
GB,97,2,2,male,1,16,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,60,122,-8,34,-5,17,23,5,6
US,1023,4,3,male,1,52,right,7,0,NA,yes,currently,4,Windows,Microsoft Internet Explorer,1440,900,51,376,15,7,22,19,23,-11,0
US,114,3,2,male,1,29,right,1,1,white or indigenous,yes,never,3,Windows,Firefox,1366,768,70,144,-17,25,13,16,32,0,11
CH,184,2,1,female,2,20,right,1,1,white or indigenous,yes,never,2,Macintosh,Firefox,1280,800,7,139,-12,11,24,5,18,-7,8
CA,123,2,2,female,1,19,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,24,161,13,0,3,-4,28,2,10
CH,646,1,1,female,2,16,right,0,1,asian,no,never,5,Linux,AndroidBrowser,480,800,24,805,-9,28,4,-2,9,6,11
AU,176,2,3,female,1,52,right,12,1,white or indigenous,no,currently,5,Windows,Microsoft Internet Explorer,1516,947,3,225,-1,21,14,17,8,-8,6
US,185,1,1,female,1,15,left,6,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,2,113,-12,11,10,20,19,-16,10
US,218,2,1,female,1,45,right,1,5,white or indigenous,no,currently,9,Windows,Chrome,1280,720,7,249,-2,23,15,15,12,-11,9
US,295,4,2,female,1,50,both,6,1,white or indigenous,no,currently,4,Windows,Microsoft Internet Explorer,1067,600,3,302,11,6,17,18,29,-18,7
US,283,2,1,female,1,47,right,7,1,white or indigenous,no,currently,3,Linux,Chrome,1080,1920,2,529,8,15,20,3,11,0,9
US,134,1,2,male,1,17,right,6,1,white or indigenous,no,never,3,Linux,Chrome,360,640,7,232,-7,12,17,11,24,-5,9
NO,174,2,3,female,2,17,right,6,1,asian,no,never,1,Windows,Chrome,1366,768,3,235,-13,23,-5,10,22,-10,8
BR,124,1,3,male,2,15,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,704,186,7,0,2,0,26,13,7
IT,226,3,3,female,2,23,right,4,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,6,265,7,9,20,2,19,0,11
AT,207,2,3,male,2,19,right,2,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,4,262,0,6,8,-10,28,11,11
GB,162,2,3,female,1,15,right,12,2,white or indigenous,no,never,4,Windows,Chrome,1366,768,6,163,-20,33,6,-5,2,12,6
CA,905,2,3,female,2,20,right,0,1,asian,no,never,1,Windows,Chrome,1366,768,25,492,6,16,19,7,19,1,6
US,99,2,2,male,2,18,right,2,1,white or indigenous,NA,never,2,Linux,Firefox,1920,1080,2,140,5,18,9,3,25,13,2
CA,229,2,3,male,2,19,right,12,1,asian,no,never,2,Windows,Chrome,1366,768,4,389,-12,26,15,8,15,5,9
US,136,3,2,female,0,51,NA,7,1,white or indigenous,yes,currently,3,Windows,Chrome,1366,768,16,222,6,16,19,13,12,-15,11
US,152,3,1,female,2,27,left,1,1,white or indigenous,yes,never,1,Macintosh,Safari,1280,800,19,234,-3,12,22,15,28,-20,4
US,148,3,3,NA,1,29,right,1,1,white or indigenous,no,never,3,iOS,Safari,375,667,85,268,10,4,14,7,20,4,10
GB,236,1,3,female,1,33,right,12,1,white or indigenous,yes,never,3,iOS,Safari,768,1024,5,214,-2,13,26,9,12,2,5
US,325,2,3,female,1,60,left,12,2,other,yes,never,2,Windows,Microsoft Internet Explorer,1536,864,4,365,1,23,20,8,25,-10,6
US,147,1,2,male,1,18,right,4,1,other,no,never,3,Windows,Chrome,1366,768,5945,170,-9,22,6,7,13,9,8
US,214,2,2,male,1,24,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,6,194,-10,16,20,12,23,4,2
GB,179,4,2,female,1,31,left,12,1,white or indigenous,no,never,4,Macintosh,Safari,1280,800,3,255,9,30,10,10,18,-6,9
US,144,2,1,female,1,19,right,6,1,NA,NA,never,4,Windows,Chrome,1920,1080,3,145,-1,21,-7,2,9,4,8
IT,328,3,3,male,2,21,right,3,1,asian,yes,never,1,Macintosh,Safari,1440,900,25,225,12,16,14,15,23,-12,2
