subject,trialNumber,product_A,product_B,response,attention
sona-21387,0,shirt,headphones,1,0
sona-21387,1,guitar,water bottle,1e3,0
sona-21387,2,bicycle,basketball,377,0
sona-21387,3,lipstick,detergent,243,0
sona-21387,4,scarf,water bottle,664,0
sona-21387,5,earrings,granola bar,334,0
sona-21387,6,granola bar,cooking pot,284,0
sona-21387,7,smart phone,scarf,1,0
sona-21387,8,calculator,jacket,972,0
sona-21387,9,swimming suit,beanie,209,0
sona-21387,10,desktop computer,pen,138,0
sona-21387,11,calculator,makeup foundation,785,0
sona-21387,12,granola bar,backpack,894,0
sona-21387,13,shoes,sunglasses,1,0
sona-21387,14,baseball cap,granola bar,231,0
sona-21387,15,band-aid,chocolate,950,0
sona-21387,16,socks,backpack,978,0
sona-21387,17,basketball,cooking pot,420,0
sona-21387,18,wallet,makeup foundation,297,1
sona-21387,19,skateboard,socks,745,0
sona-21387,20,dress,napkin,231,0
sona-21387,21,earrings,headphones,622,0
sona-21387,22,concert tickets,dishes,315,0
sona-21387,23,shoes,desktop computer,780,0
sona-21387,24,books,watch,779,0
sona-21387,25,sunglasses,cooking pot,213,0
sona-21387,26,dress,lipstick,718,0
sona-21387,27,bicycle,desktop computer,886,0
sona-21387,28,dishes,band-aid,431,0
sona-21387,29,wallet,watch,711,0
sona-21387,30,purse,headphones,238,0
sona-21387,31,ring,makeup foundation,9,0
sona-21387,32,scarf,video games,671,0
sona-21387,33,shirt,computer keyboard,219,0
sona-21387,34,concert tickets,desktop computer,892,0
sona-21387,35,jacket,detergent,212,0
sona-21387,36,pencil,dress,764,1
sona-21387,37,shirt,granola bar,202,0
sona-21387,38,purse,video games,196,0
sona-21387,39,swimming suit,band-aid,196,0
sona-21387,40,baseball cap,cooking pot,287,0
sona-21387,41,tie,guitar,239,0
sona-21387,42,purse,pencil,278,0
sona-21387,43,bicycle,pen,213,0
sona-21387,44,yoga mat,chocolate,837,0
sona-21387,45,smart phone,shirt,90,0
sona-21387,46,pants,band-aid,138,0
sona-21387,47,headphones,detergent,273,0
sona-21387,48,calculator,purse,919,0
sona-21387,49,concert tickets,computer keyboard,327,0
sona-21387,50,purse,tie,213,0
sona-21387,51,pants,chocolate,867,0
sona-21387,52,purse,books,220,0
sona-21387,53,dress,detergent,142,0
sona-21387,54,guitar,sunglasses,674,0
sona-21360,0,shirt,tie,387,0
sona-21360,1,cooking pot,books,716,0
sona-21360,2,ring,jacket,247,0
sona-21360,3,video games,computer keyboard,778,0
sona-21360,4,earrings,watch,847,0
sona-21360,5,paper notebook,beanie,253,0
sona-21360,6,baseball cap,socks,176,0
sona-21360,7,dress,pants,707,0
sona-21360,8,concert tickets,basketball,755,0
sona-21360,9,ring,guitar,266,0
sona-21360,10,glasses,tie,363,0
sona-21360,11,bicycle,backpack,725,0
sona-21360,12,wine,dress,272,0
sona-21360,13,athletic clothes,granola bar,203,0
sona-21360,14,bicycle,calculator,731,0
sona-21360,15,backpack,athletic clothes,278,0
sona-21360,16,band-aid,scarf,260,0
sona-21360,17,laptop,tie,219,0
sona-21360,18,makeup foundation,napkin,684,1
sona-21360,19,camera,lipstick,365,0
sona-21360,20,bicycle,purse,678,0
sona-21360,21,makeup foundation,necklace,672,0
sona-21360,22,bicycle,concert tickets,282,0
sona-21360,23,scarf,jacket,682,0
sona-21360,24,books,napkin,303,0
sona-21360,25,smart phone,necklace,270,0
sona-21360,26,wallet,pen,286,0
sona-21360,27,concert tickets,coffee,716,0
sona-21360,28,bicycle,laptop,682,0
sona-21360,29,socks,scarf,745,0
sona-21360,30,baseball cap,lipstick,256,0
sona-21360,31,coffee,pencil,707,0
sona-21360,32,backpack,watch,328,0
sona-21360,33,bicycle,swimming suit,298,0
sona-21360,34,concert tickets,shoes,750,0
sona-21360,35,guitar,glasses,685,0
sona-21360,36,shirt,wine,326,1
sona-21360,37,headphones,water bottle,296,0
sona-21360,38,detergent,computer keyboard,796,0
sona-21360,39,books,band-aid,344,0
sona-21360,40,shirt,pen,250,0
sona-21360,41,makeup foundation,wine,293,0
sona-21360,42,calculator,shirt,305,0
sona-21360,43,skateboard,shoes,730,0
sona-21360,44,purse,lipstick,339,0
sona-21360,45,calculator,socks,290,0
sona-21360,46,laptop,desktop computer,285,0
sona-21360,47,smart phone,pants,303,0
sona-21360,48,skateboard,paper notebook,662,0
sona-21360,49,earrings,calculator,259,0
sona-21360,50,car,napkin,304,0
sona-21360,51,napkin,swimming suit,700,0
sona-21360,52,calculator,chocolate,290,0
sona-21360,53,ring,pen,226,0
sona-21360,54,sunglasses,paper notebook,241,0
sona-20996,0,dress,baseball cap,48,0
sona-20996,1,beanie,paper notebook,884,0
sona-20996,2,purse,socks,29,0
sona-20996,3,concert tickets,pencil,1,0
sona-20996,4,paper notebook,baseball cap,938,0
sona-20996,5,shoes,swimming suit,1e3,0
sona-20996,6,granola bar,pencil,5,0
sona-20996,7,necklace,cooking pot,10,0
sona-20996,8,books,necklace,1e3,0
sona-20996,9,granola bar,paper notebook,1,0
sona-20996,10,ring,computer keyboard,1,0
sona-20996,11,books,sunglasses,953,0
sona-20996,12,watch,socks,35,0
sona-20996,13,earphones,wallet,979,0
sona-20996,14,desktop computer,cooking pot,35,0
sona-20996,15,tie,glasses,902,0
sona-20996,16,chocolate,glasses,910,0
sona-20996,17,baseball cap,detergent,52,0
sona-20996,18,granola bar,skateboard,983,1
sona-20996,19,shirt,baseball cap,44,0
sona-20996,20,shirt,car,1e3,0
sona-20996,21,video games,smart phone,1e3,0
sona-20996,22,swimming suit,guitar,1,0
sona-20996,23,pen,chocolate,1,0
sona-20996,24,athletic clothes,necklace,1,0
sona-20996,25,water bottle,dress,1e3,0
sona-20996,26,paper notebook,car,1e3,0
sona-20996,27,granola bar,pants,1e3,0
sona-20996,28,swimming suit,detergent,1,0
sona-20996,29,socks,glasses,1e3,0
sona-20996,30,calculator,camera,991,0
sona-20996,31,guitar,car,1e3,0
sona-20996,32,backpack,earphones,1,1
sona-20996,33,books,earphones,957,0
sona-20996,34,ring,desktop computer,1,0
sona-20996,35,socks,paper notebook,998,0
sona-20996,36,backpack,earphones,20,1
sona-20996,37,scarf,watch,996,0
sona-20996,38,scarf,headphones,993,0
sona-20996,39,swimming suit,laptop,1e3,0
sona-20996,40,skateboard,sunglasses,1e3,0
sona-20996,41,dishes,computer keyboard,1,0
sona-20996,42,granola bar,napkin,12,0
sona-20996,43,books,beanie,1,0
sona-20996,44,band-aid,sunglasses,921,0
sona-20996,45,tie,pencil,35,0
sona-20996,46,headphones,dress,1e3,0
sona-20996,47,headphones,coffee,10,0
sona-20996,48,water bottle,desktop computer,1e3,0
sona-20996,49,tie,detergent,1,0
sona-20996,50,shoes,baseball cap,1,0
sona-20996,51,desktop computer,glasses,10,0
sona-20996,52,smart phone,dress,5,0
sona-20996,53,watch,dress,1,0
sona-20996,54,athletic clothes,baseball cap,25,0
sona-20977,0,wine,pants,180,0
sona-20977,1,video games,pants,191,0
sona-20977,2,coffee,earphones,775,0
sona-20977,3,bicycle,beanie,821,0
sona-20977,4,water bottle,computer keyboard,823,0
sona-20977,5,pants,dishes,104,0
sona-20977,6,napkin,computer keyboard,777,0
sona-20977,7,paper notebook,tie,845,0
sona-20977,8,dress,headphones,823,0
sona-20977,9,video games,detergent,145,0
sona-20977,10,desktop computer,chocolate,190,0
sona-20977,11,yoga mat,smart phone,177,0
sona-20977,12,earrings,necklace,922,0
sona-20977,13,band-aid,dishes,832,0
sona-20977,14,glasses,necklace,872,0
sona-20977,15,video games,skateboard,186,0
sona-20977,16,video games,jacket,129,0
sona-20977,17,jacket,earphones,778,0
sona-20977,18,wine,makeup foundation,785,1
sona-20977,19,video games,pencil,142,0
sona-20977,20,scarf,earphones,142,0
sona-20977,21,beanie,headphones,126,0
sona-20977,22,pants,headphones,783,0
sona-20977,23,car,books,1,0
sona-20977,24,concert tickets,necklace,73,0
sona-20977,25,chocolate,earrings,904,0
sona-20977,26,calculator,laptop,889,0
sona-20977,27,lipstick,guitar,820,0
sona-20977,28,books,ring,925,0
sona-20977,29,calculator,computer keyboard,919,0
sona-20977,30,basketball,necklace,915,0
sona-20977,31,glasses,smart phone,907,0
sona-20977,32,guitar,athletic clothes,62,0
sona-20977,33,camera,paper notebook,14,0
sona-20977,34,granola bar,pants,928,0
sona-20977,35,video games,earrings,103,0
sona-20977,36,paper notebook,granola bar,1e3,1
sona-20977,37,athletic clothes,dishes,106,0
sona-20977,38,wallet,camera,987,0
sona-20977,39,dress,computer keyboard,953,0
sona-20977,40,computer keyboard,earphones,21,0
sona-20977,41,purse,earrings,52,0
sona-20977,42,wine,dishes,4,0
sona-20977,43,ring,earphones,7,0
sona-20977,44,sunglasses,skateboard,955,0
sona-20977,45,glasses,headphones,976,0
sona-20977,46,desktop computer,skateboard,5,0
sona-20977,47,necklace,jacket,976,0
sona-20977,48,headphones,computer keyboard,955,0
sona-20977,49,desktop computer,yoga mat,60,0
sona-20977,50,lipstick,car,985,0
sona-20977,51,basketball,pants,35,0
sona-20977,52,dress,pants,984,0
sona-20977,53,headphones,scarf,948,0
sona-20977,54,detergent,books,957,0
sona-20961,0,ring,smart phone,942,0
sona-20961,1,guitar,pencil,274,0
sona-20961,2,cooking pot,video games,797,0
sona-20961,3,camera,skateboard,691,0
sona-20961,4,cooking pot,chocolate,592,0
sona-20961,5,coffee,backpack,740,0
sona-20961,6,athletic clothes,purse,303,0
sona-20961,7,bicycle,pencil,379,0
sona-20961,8,dress,scarf,260,0
sona-20961,9,guitar,scarf,840,0
sona-20961,10,lipstick,socks,337,0
sona-20961,11,video games,baseball cap,604,0
sona-20961,12,ring,desktop computer,712,0
sona-20961,13,water bottle,tie,607,0
sona-20961,14,camera,ring,328,0
sona-20961,15,granola bar,calculator,348,0
sona-20961,16,water bottle,calculator,354,0
sona-20961,17,ring,jacket,582,0
sona-20961,18,beanie,basketball,364,1
sona-20961,19,dishes,scarf,676,0
sona-20961,20,earrings,glasses,624,0
sona-20961,21,athletic clothes,bicycle,358,0
sona-20961,22,skateboard,shirt,814,0
sona-20961,23,skateboard,desktop computer,957,0
sona-20961,24,yoga mat,car,974,0
sona-20961,25,headphones,athletic clothes,734,0
sona-20961,26,napkin,desktop computer,813,0
sona-20961,27,computer keyboard,sunglasses,752,0
sona-20961,28,lipstick,wine,805,0
sona-20961,29,pencil,shirt,691,0
sona-20961,30,earrings,baseball cap,237,0
sona-20961,31,swimming suit,desktop computer,262,0
sona-20961,32,napkin,guitar,748,0
sona-20961,33,earphones,chocolate,261,0
sona-20961,34,wine,basketball,219,0
sona-20961,35,band-aid,basketball,452,0
sona-20961,36,swimming suit,band-aid,1e3,1
sona-20961,37,pencil,necklace,553,0
sona-20961,38,detergent,desktop computer,151,0
sona-20961,39,sunglasses,tie,213,0
sona-20961,40,paper notebook,sunglasses,703,0
sona-20961,41,water bottle,desktop computer,717,0
sona-20961,42,athletic clothes,sunglasses,724,0
sona-20961,43,pencil,car,990,0
sona-20961,44,guitar,coffee,316,0
sona-20961,45,basketball,scarf,802,0
sona-20961,46,swimming suit,sunglasses,242,0
sona-20961,47,lipstick,chocolate,306,0
sona-20961,48,shirt,watch,307,0
sona-20961,49,purse,chocolate,244,0
sona-20961,50,chocolate,smart phone,996,0
sona-20961,51,lipstick,tie,261,0
sona-20961,52,necklace,glasses,799,0
sona-20961,53,swimming suit,beanie,243,0
sona-20961,54,swimming suit,guitar,152,0
sona-20904,0,lipstick,video games,580,0
sona-20904,1,paper notebook,earrings,758,0
sona-20904,2,pencil,headphones,779,0
sona-20904,3,baseball cap,water bottle,495,0
sona-20904,4,lipstick,basketball,246,0
sona-20904,5,pencil,chocolate,733,0
sona-20904,6,camera,bicycle,406,0
sona-20904,7,swimming suit,dishes,1,0
sona-20904,8,concert tickets,watch,459,0
sona-20904,9,shoes,computer keyboard,40,0
sona-20904,10,yoga mat,books,757,0
sona-20904,11,band-aid,athletic clothes,787,0
sona-20904,12,laptop,pen,176,0
sona-20904,13,earrings,dress,761,0
sona-20904,14,car,cooking pot,1,0
sona-20904,15,car,tie,1,0
sona-20904,16,car,necklace,1,0
sona-20904,17,swimming suit,video games,421,0
sona-20904,18,shirt,makeup foundation,1e3,1
sona-20904,19,purse,band-aid,1,0
sona-20904,20,car,ring,469,0
sona-20904,21,band-aid,jacket,675,0
sona-20904,22,shoes,lipstick,672,0
sona-20904,23,concert tickets,laptop,545,0
sona-20904,24,granola bar,watch,657,0
sona-20904,25,car,paper notebook,1,0
sona-20904,26,tie,pen,410,0
sona-20904,27,shirt,glasses,268,0
sona-20904,28,glasses,desktop computer,419,0
sona-20904,29,wine,earrings,524,0
sona-20904,30,guitar,glasses,569,0
sona-20904,31,necklace,swimming suit,929,0
sona-20904,32,beanie,bicycle,725,0
sona-20904,33,granola bar,beanie,610,0
sona-20904,34,laptop,jacket,596,0
sona-20904,35,skateboard,pen,357,0
sona-20904,36,skateboard,computer keyboard,407,1
sona-20904,37,dishes,pants,726,0
sona-20904,38,guitar,lipstick,564,0
sona-20904,39,band-aid,wine,856,0
sona-20904,40,pants,desktop computer,353,0
sona-20904,41,sunglasses,napkin,364,0
sona-20904,42,chocolate,dress,596,0
sona-20904,43,purse,socks,386,0
sona-20904,44,lipstick,water bottle,454,0
sona-20904,45,purse,earrings,441,0
sona-20904,46,necklace,camera,589,0
sona-20904,47,tie,skateboard,554,0
sona-20904,48,pencil,basketball,749,0
sona-20904,49,necklace,calculator,327,0
sona-20904,50,athletic clothes,backpack,590,0
sona-20904,51,granola bar,camera,610,0
sona-20904,52,pencil,socks,597,0
sona-20904,53,beanie,pen,339,0
sona-20904,54,guitar,pen,405,0
sona-20874,0,necklace,socks,123,0
sona-20874,1,swimming suit,athletic clothes,584,0
sona-20874,2,pants,coffee,63,0
sona-20874,3,ring,tie,132,0
sona-20874,4,computer keyboard,video games,734,0
sona-20874,5,swimming suit,lipstick,229,0
sona-20874,6,baseball cap,ring,804,0
sona-20874,7,guitar,headphones,693,0
sona-20874,8,purse,socks,176,0
sona-20874,9,purse,lipstick,133,0
sona-20874,10,band-aid,beanie,806,0
sona-20874,11,smart phone,camera,437,0
sona-20874,12,band-aid,books,717,0
sona-20874,13,backpack,tie,162,0
sona-20874,14,granola bar,coffee,350,0
sona-20874,15,detergent,beanie,817,0
sona-20874,16,guitar,chocolate,176,0
sona-20874,17,laptop,paper notebook,276,0
sona-20874,18,guitar,watch,567,1
sona-20874,19,smart phone,yoga mat,277,0
sona-20874,20,sunglasses,necklace,757,0
sona-20874,21,tie,detergent,340,0
sona-20874,22,skateboard,car,757,0
sona-20874,23,guitar,wallet,469,0
sona-20874,24,skateboard,coffee,289,0
sona-20874,25,watch,purse,307,0
sona-20874,26,necklace,beanie,110,0
sona-20874,27,smart phone,concert tickets,483,0
sona-20874,28,jacket,socks,133,0
sona-20874,29,smart phone,makeup foundation,269,0
sona-20874,30,guitar,car,886,0
sona-20874,31,baseball cap,backpack,314,0
sona-20874,32,granola bar,wallet,923,0
sona-20874,33,necklace,video games,77,0
sona-20874,34,backpack,car,840,0
sona-20874,35,tie,lipstick,243,0
sona-20874,36,baseball cap,purse,830,1
sona-20874,37,laptop,beanie,147,0
sona-20874,38,shoes,paper notebook,139,0
sona-20874,39,glasses,bicycle,526,0
sona-20874,40,books,beanie,727,0
sona-20874,41,lipstick,car,790,0
sona-20874,42,skateboard,books,653,0
sona-20874,43,shoes,tie,232,0
sona-20874,44,concert tickets,cooking pot,76,0
sona-20874,45,granola bar,concert tickets,870,0
sona-20874,46,chocolate,detergent,213,0
sona-20874,47,headphones,water bottle,119,0
sona-20874,48,water bottle,coffee,146,0
sona-20874,49,guitar,backpack,225,0
sona-20874,50,cooking pot,camera,904,0
sona-20874,51,earphones,car,908,0
sona-20874,52,bicycle,makeup foundation,433,0
sona-20874,53,coffee,beanie,856,0
sona-20874,54,basketball,laptop,850,0
sona-20797,0,earphones,books,799,0
sona-20797,1,guitar,laptop,721,0
sona-20797,2,scarf,books,687,0
sona-20797,3,wine,shirt,663,0
sona-20797,4,pants,backpack,357,0
sona-20797,5,earrings,car,797,0
sona-20797,6,car,calculator,257,0
sona-20797,7,coffee,bicycle,324,0
sona-20797,8,yoga mat,pencil,349,0
sona-20797,9,granola bar,chocolate,599,0
sona-20797,10,backpack,bicycle,440,0
sona-20797,11,coffee,calculator,319,0
sona-20797,12,skateboard,jacket,609,0
sona-20797,13,lipstick,car,729,0
sona-20797,14,ring,swimming suit,161,0
sona-20797,15,headphones,laptop,710,0
sona-20797,16,baseball cap,books,611,0
sona-20797,17,jacket,napkin,145,0
sona-20797,18,skateboard,pen,343,1
sona-20797,19,watch,jacket,172,0
sona-20797,20,lipstick,chocolate,661,0
sona-20797,21,earrings,makeup foundation,734,0
sona-20797,22,sunglasses,chocolate,375,0
sona-20797,23,bicycle,beanie,349,0
sona-20797,24,books,beanie,364,0
sona-20797,25,guitar,cooking pot,655,0
sona-20797,26,necklace,camera,685,0
sona-20797,27,laptop,coffee,335,0
sona-20797,28,skateboard,car,683,0
sona-20797,29,wine,glasses,669,0
sona-20797,30,socks,detergent,292,0
sona-20797,31,pants,coffee,310,0
sona-20797,32,water bottle,skateboard,636,0
sona-20797,33,detergent,paper notebook,386,0
sona-20797,34,baseball cap,pants,634,0
sona-20797,35,dress,beanie,288,0
sona-20797,36,purse,shoes,1e3,1
sona-20797,37,purse,sunglasses,305,0
sona-20797,38,cooking pot,beanie,311,0
sona-20797,39,concert tickets,backpack,292,0
sona-20797,40,pen,band-aid,297,0
sona-20797,41,camera,cooking pot,284,0
sona-20797,42,camera,backpack,335,0
sona-20797,43,computer keyboard,scarf,360,0
sona-20797,44,bicycle,books,704,0
sona-20797,45,water bottle,shoes,745,0
sona-20797,46,socks,swimming suit,577,0
sona-20797,47,socks,computer keyboard,598,0
sona-20797,48,headphones,swimming suit,664,0
sona-20797,49,water bottle,lipstick,327,0
sona-20797,50,car,athletic clothes,386,0
sona-20797,51,yoga mat,makeup foundation,804,0
sona-20797,52,headphones,beanie,292,0
sona-20797,53,pants,basketball,326,0
sona-20797,54,athletic clothes,books,367,0
sona-20740,0,headphones,tie,681,0
sona-20740,1,watch,wallet,762,0
sona-20740,2,headphones,napkin,740,0
sona-20740,3,pen,lipstick,790,0
sona-20740,4,guitar,napkin,701,0
sona-20740,5,calculator,glasses,280,0
sona-20740,6,calculator,tie,804,0
sona-20740,7,cooking pot,yoga mat,283,0
sona-20740,8,concert tickets,skateboard,221,0
sona-20740,9,ring,purse,192,0
sona-20740,10,wallet,lipstick,260,0
sona-20740,11,basketball,napkin,815,0
sona-20740,12,shoes,concert tickets,704,0
sona-20740,13,calculator,chocolate,835,0
sona-20740,14,makeup foundation,athletic clothes,266,0
sona-20740,15,video games,makeup foundation,763,0
sona-20740,16,basketball,desktop computer,213,0
sona-20740,17,dishes,earphones,265,0
sona-20740,18,camera,sunglasses,286,1
sona-20740,19,skateboard,shirt,748,0
sona-20740,20,concert tickets,bicycle,305,0
sona-20740,21,backpack,ring,759,0
sona-20740,22,necklace,baseball cap,251,0
sona-20740,23,calculator,baseball cap,263,0
sona-20740,24,shirt,socks,266,0
sona-20740,25,car,athletic clothes,725,0
sona-20740,26,sunglasses,chocolate,687,0
sona-20740,27,athletic clothes,jacket,220,0
sona-20740,28,skateboard,wine,684,0
sona-20740,29,wine,napkin,676,0
sona-20740,30,video games,purse,776,0
sona-20740,31,swimming suit,lipstick,692,0
sona-20740,32,skateboard,laptop,780,0
sona-20740,33,video games,laptop,216,0
sona-20740,34,shirt,earphones,215,0
sona-20740,35,cooking pot,jacket,746,0
sona-20740,36,headphones,wine,770,1
sona-20740,37,ring,beanie,117,0
sona-20740,38,video games,pen,181,0
sona-20740,39,shoes,desktop computer,807,0
sona-20740,40,desktop computer,lipstick,721,0
sona-20740,41,ring,earphones,168,0
sona-20740,42,swimming suit,yoga mat,257,0
sona-20740,43,beanie,lipstick,864,0
sona-20740,44,skateboard,cooking pot,206,0
sona-20740,45,basketball,socks,218,0
sona-20740,46,headphones,baseball cap,190,0
sona-20740,47,skateboard,baseball cap,252,0
sona-20740,48,athletic clothes,napkin,808,0
sona-20740,49,scarf,baseball cap,251,0
sona-20740,50,ring,water bottle,235,0
sona-20740,51,water bottle,baseball cap,827,0
sona-20740,52,video games,desktop computer,263,0
sona-20740,53,computer keyboard,baseball cap,302,0
sona-20740,54,car,guitar,715,0
sona-20485,0,shirt,earrings,788,0
sona-20485,1,wallet,water bottle,163,0
sona-20485,2,guitar,pants,891,0
sona-20485,3,sunglasses,granola bar,324,0
sona-20485,4,napkin,baseball cap,1e3,0
sona-20485,5,basketball,lipstick,867,0
sona-20485,6,chocolate,scarf,768,0
sona-20485,7,wine,earrings,1e3,1
sona-20485,8,shirt,glasses,1,0
sona-20485,9,dishes,backpack,1,0
sona-20485,10,sunglasses,pants,769,0
sona-20485,11,car,glasses,341,0
sona-20485,12,backpack,books,954,0
sona-20485,13,paper notebook,socks,760,0
sona-20485,14,tie,video games,189,0
sona-20485,15,detergent,athletic clothes,843,0
sona-20485,16,wine,calculator,356,0
sona-20485,17,makeup foundation,necklace,747,0
sona-20485,18,scarf,granola bar,1e3,1
sona-20485,19,camera,lipstick,617,0
sona-20485,20,sunglasses,backpack,650,0
sona-20485,21,beanie,books,345,0
sona-20485,22,lipstick,water bottle,413,0
sona-20485,23,basketball,headphones,652,0
sona-20485,24,desktop computer,yoga mat,352,0
sona-20485,25,guitar,bicycle,669,0
sona-20485,26,wine,tie,388,0
sona-20485,27,skateboard,coffee,649,0
sona-20485,28,car,dishes,975,0
sona-20485,29,coffee,pants,748,0
sona-20485,30,swimming suit,water bottle,375,0
sona-20485,31,dress,earrings,252,0
sona-20485,32,cooking pot,baseball cap,865,0
sona-20485,33,camera,napkin,292,0
sona-20485,34,paper notebook,wine,816,0
sona-20485,35,makeup foundation,guitar,282,0
sona-20485,36,wine,earrings,1e3,1
sona-20485,37,wallet,glasses,229,0
sona-20485,38,socks,laptop,707,0
sona-20485,39,basketball,bicycle,646,0
sona-20485,40,computer keyboard,ring,731,0
sona-20485,41,desktop computer,necklace,747,0
sona-20485,42,shoes,baseball cap,865,0
sona-20485,43,baseball cap,granola bar,236,0
sona-20485,44,swimming suit,smart phone,665,0
sona-20485,45,basketball,baseball cap,941,0
sona-20485,46,skateboard,napkin,248,0
sona-20485,47,necklace,pen,181,0
sona-20485,48,computer keyboard,napkin,182,0
sona-20485,49,basketball,glasses,667,0
sona-20485,50,swimming suit,napkin,809,0
sona-20485,51,glasses,necklace,798,0
sona-20485,52,socks,pants,732,0
sona-20485,53,cooking pot,shoes,714,0
sona-20485,54,skateboard,swimming suit,867,0
sona-20446,0,socks,calculator,17,0
sona-20446,1,wallet,calculator,1,0
sona-20446,2,beanie,basketball,849,0
sona-20446,3,wine,headphones,417,0
sona-20446,4,wine,glasses,151,0
sona-20446,5,purse,dress,277,0
sona-20446,6,desktop computer,glasses,67,0
sona-20446,7,skateboard,beanie,687,0
sona-20446,8,dishes,video games,733,0
sona-20446,9,tie,dress,65,0
sona-20446,10,granola bar,headphones,811,0
sona-20446,11,earphones,granola bar,77,0
sona-20446,12,skateboard,camera,914,0
sona-20446,13,headphones,concert tickets,896,0
sona-20446,14,paper notebook,calculator,410,0
sona-20446,15,pencil,car,775,0
sona-20446,16,detergent,napkin,735,0
sona-20446,17,swimming suit,purse,747,0
sona-20446,18,jacket,granola bar,1e3,1
sona-20446,19,jacket,coffee,632,0
sona-20446,20,shoes,tie,190,0
sona-20446,21,guitar,napkin,216,0
sona-20446,22,athletic clothes,makeup foundation,354,0
sona-20446,23,camera,pencil,145,0
sona-20446,24,guitar,ring,709,0
sona-20446,25,shirt,granola bar,141,0
sona-20446,26,pen,swimming suit,123,0
sona-20446,27,pen,athletic clothes,71,0
sona-20446,28,water bottle,napkin,461,0
sona-20446,29,paper notebook,basketball,451,0
sona-20446,30,granola bar,coffee,859,0
sona-20446,31,glasses,basketball,702,0
sona-20446,32,ring,cooking pot,54,0
sona-20446,33,guitar,water bottle,143,0
sona-20446,34,band-aid,granola bar,554,0
sona-20446,35,earrings,basketball,311,0
sona-20446,36,dishes,camera,866,1
sona-20446,37,jacket,granola bar,1e3,1
sona-20446,38,skateboard,jacket,770,0
sona-20446,39,shirt,wallet,788,0
sona-20446,40,shirt,detergent,94,0
sona-20446,41,ring,beanie,93,0
sona-20446,42,swimming suit,chocolate,600,0
sona-20446,43,video games,guitar,391,0
sona-20446,44,purse,laptop,361,0
sona-20446,45,chocolate,cooking pot,307,0
sona-20446,46,ring,smart phone,284,0
sona-20446,47,ring,dress,265,0
sona-20446,48,skateboard,tie,815,0
sona-20446,49,watch,pencil,307,0
sona-20446,50,watch,smart phone,244,0
sona-20446,51,necklace,calculator,175,0
sona-20446,52,video games,socks,162,0
sona-20446,53,pen,beanie,170,0
sona-20446,54,pants,laptop,815,0
sona-20424,0,earrings,athletic clothes,1e3,0
sona-20424,1,pencil,purse,1e3,0
sona-20424,2,shirt,detergent,316,0
sona-20424,3,sunglasses,skateboard,202,0
sona-20424,4,ring,napkin,1,0
sona-20424,5,dress,athletic clothes,1,0
sona-20424,6,backpack,napkin,1,0
sona-20424,7,scarf,basketball,430,0
sona-20424,8,swimming suit,pencil,1,0
sona-20424,9,earphones,desktop computer,1e3,0
sona-20424,10,wine,basketball,1,0
sona-20424,11,napkin,chocolate,1e3,0
sona-20424,12,camera,ring,1e3,0
sona-20424,13,computer keyboard,cooking pot,228,0
sona-20424,14,basketball,athletic clothes,1e3,0
sona-20424,15,car,band-aid,1,0
sona-20424,16,dress,jacket,1,0
sona-20424,17,earphones,wine,1e3,0
sona-20424,18,lipstick,shoes,784,1
sona-20424,19,pants,guitar,1e3,0
sona-20424,20,pencil,pen,853,0
sona-20424,21,shirt,yoga mat,1,0
sona-20424,22,earrings,wine,1e3,0
sona-20424,23,camera,socks,1,0
sona-20424,24,guitar,granola bar,1,0
sona-20424,25,shoes,athletic clothes,1,0
sona-20424,26,dress,detergent,1,0
sona-20424,27,pencil,tie,1e3,0
sona-20424,28,beanie,backpack,1e3,0
sona-20424,29,earphones,wallet,1e3,0
sona-20424,30,books,baseball cap,1,0
sona-20424,31,purse,lipstick,34,0
sona-20424,32,sunglasses,wine,1e3,0
sona-20424,33,makeup foundation,shoes,922,0
sona-20424,34,lipstick,athletic clothes,901,0
sona-20424,35,watch,napkin,1,0
sona-20424,36,bicycle,purse,1e3,1
sona-20424,37,pants,dress,1e3,0
sona-20424,38,guitar,headphones,1,0
sona-20424,39,shirt,makeup foundation,1,0
sona-20424,40,yoga mat,scarf,912,0
sona-20424,41,necklace,athletic clothes,142,0
sona-20424,42,sunglasses,desktop computer,1e3,0
sona-20424,43,earrings,jacket,1e3,0
sona-20424,44,guitar,skateboard,1,0
sona-20424,45,ring,smart phone,1e3,0
sona-20424,46,laptop,computer keyboard,1,0
sona-20424,47,laptop,detergent,1,0
sona-20424,48,pants,car,1e3,0
sona-20424,49,video games,concert tickets,1e3,0
sona-20424,50,glasses,shoes,1e3,0
sona-20424,51,smart phone,desktop computer,1,0
sona-20424,52,camera,dress,1e3,0
sona-20424,53,shirt,dress,1e3,0
sona-20424,54,detergent,water bottle,839,0
sona-20396,0,desktop computer,dress,825,0
sona-20396,1,earphones,headphones,916,0
sona-20396,2,paper notebook,socks,857,0
sona-20396,3,jacket,tie,325,0
sona-20396,4,paper notebook,pants,640,0
sona-20396,5,shirt,tie,252,0
sona-20396,6,wallet,water bottle,763,0
sona-20396,7,calculator,makeup foundation,722,0
sona-20396,8,detergent,lipstick,685,0
sona-20396,9,purse,watch,685,0
sona-20396,10,baseball cap,glasses,255,0
sona-20396,11,swimming suit,scarf,312,0
